1,1,-1
19,1,1
1,2,-1
39,2,1
1,3,-1
66,3,1
2,4,-1
3,4,1
2,5,-1
26,5,1
2,6,-1
29,6,1
2,7,-1
41,7,1
2,8,-1
42,8,1
2,9,-1
50,9,1
2,10,-1
51,10,1
2,11,-1
54,11,1
2,12,-1
63,12,1
2,13,-1
1,14,1
3,14,-1
3,15,-1
44,15,1
3,16,-1
63,16,1
4,17,-1
20,17,1
4,18,-1
49,18,1
4,19,-1
66,19,1
5,20,-1
12,20,1
5,21,-1
30,21,1
5,22,-1
36,22,1
6,23,-1
14,23,1
6,24,-1
24,24,1
6,25,-1
28,25,1
6,26,-1
65,26,1
6,27,-1
73,27,1
6,28,-1
74,28,1
6,29,-1
79,29,1
7,30,-1
17,30,1
7,31,-1
57,31,1
8,32,-1
39,32,1
8,33,-1
62,33,1
9,34,-1
25,34,1
9,35,-1
35,35,1
9,36,-1
36,36,1
9,37,-1
78,37,1
9,38,1
10,38,-1
10,39,-1
11,39,1
10,40,-1
12,40,1
10,41,-1
22,41,1
11,42,-1
37,42,1
11,43,-1
38,43,1
11,44,-1
62,44,1
11,45,-1
64,45,1
11,46,-1
66,46,1
11,47,1
12,47,-1
12,48,-1
24,48,1
12,49,-1
42,49,1
12,50,-1
56,50,1
12,51,-1
68,51,1
13,52,-1
37,52,1
13,53,-1
61,53,1
14,54,-1
37,54,1
14,55,-1
64,55,1
14,56,-1
68,56,1
14,57,-1
78,57,1
2,58,1
15,58,-1
13,59,1
15,59,-1
15,60,-1
33,60,1
15,61,-1
40,61,1
12,62,1
16,62,-1
16,63,-1
44,63,1
16,64,-1
58,64,1
16,65,-1
63,65,1
16,66,-1
66,66,1
13,67,1
17,67,-1
16,68,1
17,68,-1
17,69,-1
18,69,1
17,70,-1
19,70,1
17,71,-1
41,71,1
14,72,1
19,72,-1
19,73,-1
28,73,1
19,74,-1
59,74,1
19,75,-1
60,75,1
19,76,-1
79,76,1
1,77,1
20,77,-1
20,78,-1
27,78,1
20,79,-1
32,79,1
17,80,1
21,80,-1
21,81,-1
49,81,1
21,82,-1
76,82,1
19,83,1
22,83,-1
22,84,-1
38,84,1
22,85,-1
46,85,1
22,86,-1
60,86,1
22,87,-1
68,87,1
13,88,1
23,88,-1
23,89,-1
38,89,1
23,90,-1
54,90,1
23,91,-1
73,91,1
24,92,-1
43,92,1
24,93,-1
44,93,1
9,94,1
25,94,-1
25,95,-1
48,95,1
2,96,1
26,96,-1
26,97,-1
28,97,1
26,98,-1
35,98,1
26,99,-1
42,99,1
26,100,-1
59,100,1
26,101,-1
67,101,1
12,102,1
27,102,-1
27,103,-1
59,103,1
3,104,1
28,104,-1
11,105,1
28,105,-1
12,106,1
28,106,-1
28,107,-1
49,107,1
28,108,-1
50,108,1
28,109,-1
57,109,1
28,110,-1
60,110,1
6,111,1
29,111,-1
19,112,1
30,112,-1
13,113,1
31,113,-1
18,114,1
31,114,-1
20,115,1
31,115,-1
31,116,-1
67,116,1
32,117,-1
33,117,1
32,118,-1
44,118,1
32,119,-1
48,119,1
32,120,-1
79,120,1
25,121,1
33,121,-1
33,122,-1
62,122,1
12,123,1
34,123,-1
17,124,1
34,124,-1
26,125,1
34,125,-1
34,126,-1
35,126,1
34,127,-1
47,127,1
34,128,-1
59,128,1
34,129,-1
74,129,1
18,130,1
35,130,-1
31,131,1
35,131,-1
35,132,-1
62,132,1
36,133,-1
51,133,1
36,134,-1
65,134,1
28,135,1
37,135,-1
29,136,1
37,136,-1
17,137,1
38,137,-1
38,138,-1
39,138,1
1,139,1
39,139,-1
3,140,1
39,140,-1
3,141,1
40,141,-1
5,142,1
40,142,-1
10,143,1
40,143,-1
40,144,-1
69,144,1
41,145,-1
51,145,1
35,146,1
42,146,-1
37,147,1
42,147,-1
42,148,-1
57,148,1
7,149,1
43,149,-1
21,150,1
43,150,-1
43,151,-1
57,151,1
6,152,1
44,152,-1
42,153,1
44,153,-1
44,154,-1
53,154,1
44,155,-1
73,155,1
10,156,1
45,156,-1
30,157,1
45,157,-1
43,158,1
45,158,-1
45,159,-1
48,159,1
45,160,-1
64,160,1
45,161,-1
70,161,1
45,162,-1
73,162,1
22,163,1
46,163,-1
25,164,1
46,164,-1
35,165,1
46,165,-1
46,166,-1
52,166,1
46,167,-1
57,167,1
46,168,-1
69,168,1
16,169,1
47,169,-1
29,170,1
47,170,-1
35,171,1
47,171,-1
41,172,1
47,172,-1
47,173,-1
56,173,1
47,174,-1
61,174,1
47,175,-1
65,175,1
47,176,-1
72,176,1
26,177,1
48,177,-1
48,178,-1
52,178,1
48,179,-1
54,179,1
48,180,-1
56,180,1
8,181,1
49,181,-1
47,182,1
49,182,-1
49,183,-1
54,183,1
49,184,-1
55,184,1
10,185,1
50,185,-1
35,186,1
50,186,-1
45,187,1
50,187,-1
46,188,1
50,188,-1
50,189,-1
51,189,1
50,190,-1
60,190,1
50,191,-1
65,191,1
7,192,1
51,192,-1
45,193,1
51,193,-1
15,194,1
52,194,-1
52,195,-1
73,195,1
2,196,1
54,196,-1
7,197,1
54,197,-1
54,198,-1
61,198,1
54,199,-1
65,199,1
54,200,-1
75,200,1
3,201,1
55,201,-1
16,202,1
55,202,-1
52,203,1
55,203,-1
55,204,-1
61,204,1
55,205,-1
64,205,1
16,206,1
56,206,-1
24,207,1
56,207,-1
32,208,1
56,208,-1
38,209,1
56,209,-1
51,210,1
56,210,-1
56,211,-1
69,211,1
56,212,-1
57,213,-1
62,213,1
22,214,1
58,214,-1
50,215,1
58,215,-1
5,216,1
59,216,-1
44,217,1
59,217,-1
59,218,-1
67,218,1
3,219,1
60,219,-1
12,220,1
60,220,-1
14,221,1
60,221,-1
60,222,-1
75,222,1
3,223,1
61,223,-1
26,224,1
61,224,-1
33,225,1
61,225,-1
41,226,1
61,226,-1
60,227,1
61,227,-1
61,228,-1
69,228,1
61,229,-1
73,229,1
61,230,-1
19,231,1
62,231,-1
62,232,-1
74,232,1
9,233,1
64,233,-1
44,234,1
64,234,-1
54,235,1
64,235,-1
61,236,1
64,236,-1
3,237,1
65,237,-1
11,238,1
65,238,-1
12,239,1
65,239,-1
34,240,1
65,240,-1
37,241,1
65,241,-1
45,242,1
65,242,-1
57,243,1
65,243,-1
65,244,-1
70,244,1
65,245,-1
73,245,1
2,246,1
67,246,-1
36,247,1
67,247,-1
47,248,1
67,248,-1
56,249,1
67,249,-1
42,250,1
68,250,-1
68,251,-1
74,251,1
68,252,-1
79,252,1
16,253,1
69,253,-1
25,254,1
69,254,-1
69,255,-1
74,255,1
69,256,-1
77,256,1
20,257,1
70,257,-1
59,258,1
70,258,-1
62,259,1
70,259,-1
2,260,1
71,260,-1
3,261,1
71,261,-1
8,262,1
71,262,-1
26,263,1
71,263,-1
42,264,1
71,264,-1
54,265,1
71,265,-1
71,266,-1
77,266,1
42,267,1
72,267,-1
53,268,1
72,268,-1
72,269,-1
76,269,1
17,270,1
73,270,-1
18,271,1
73,271,-1
37,272,1
73,272,-1
54,273,1
73,273,-1
59,274,1
73,274,-1
64,275,1
73,275,-1
68,276,1
73,276,-1
73,277,-1
1,278,1
74,278,-1
3,279,1
74,279,-1
20,280,1
74,280,-1
24,281,1
74,281,-1
31,282,1
74,282,-1
74,283,-1
79,283,1
31,284,1
